date,open,high,low,close,volume
2025-01-02,240.92,243.276,239.45,240.0,9220820.0
2025-01-03,243.89,244.88,240.26,243.28,9490771.0
2025-01-06,243.695,245.69,240.58,240.85,9917819.0
2025-01-07,242.14,245.26,240.9,243.17,8752963.0
2025-01-08,242.75,244.25,240.5,243.13,8675155.0
2025-01-10,243.09,243.81,238.74,239.87,10256638.0
2025-01-13,239.67,244.54,239.0,244.21,10005186.0
2025-01-14,242.66,247.72,242.19,247.47,12407384.0
2025-01-15,250.4,253.6699,243.68,252.35,18448388.0
2025-01-16,254.0,257.035,252.33,254.27,15292346.0
2025-01-17,254.14,260.62,252.14,259.16,17677818.0
2025-01-21,260.07,264.25,259.5037,263.03,13711586.0
2025-01-22,262.9,263.38,260.25,262.84,9021786.0
2025-01-23,264.69,266.8599,263.81,265.95,10749500.0
2025-01-24,263.69,267.1,263.01,264.84,7665588.0
2025-01-27,264.17,265.97,262.26,265.85,7522255.0
2025-01-28,265.85,267.33,264.8301,267.14,7375168.0
2025-01-29,267.21,270.68,265.61,266.58,7684286.0
2025-01-30,268.63,269.7,266.6201,268.23,8753466.0
2025-01-31,269.23,270.82,266.96,267.3,7196000.0
2025-02-03,261.83,268.165,261.7009,266.81,8380915.0
2025-02-04,269.84,269.84,266.83,267.94,5625962.0
2025-02-05,268.91,270.64,268.33,270.43,5704414.0
2025-02-06,272.45,276.98,271.19,276.9,7264262.0
2025-02-07,277.27,278.55,274.715,275.8,6857874.0
2025-02-10,276.15,276.18,269.59,271.04,8627269.0
2025-02-11,270.26,276.22,269.66,274.99,7196376.0
2025-02-12,274.08,276.45,273.25,275.45,6683886.0
2025-02-13,275.5,276.97,273.81,276.32,8398549.0
2025-02-14,277.37,279.2334,276.45,276.59,5688568.0
2025-02-18,276.76,279.97,276.02,279.95,7919176.0
2025-02-19,278.38,280.25,277.22,279.25,7007239.0
2025-02-20,278.675,278.74,265.735,266.8,13846597.0
2025-02-21,268.32,269.1955,262.84,264.24,12835517.0
2025-02-24,265.49,267.0,258.61,261.34,10372547.0
2025-02-25,262.23,263.0,253.35,257.4,9608095.0
2025-02-26,257.16,260.9115,256.93,258.79,5942933.0
2025-02-27,260.18,263.64,257.86,259.05,8204237.0
2025-02-28,260.73,264.81,257.89,264.65,10466492.0
2025-03-03,264.0,266.32,257.82,260.62,9057818.0
2025-03-04,255.28,257.23,245.95,250.25,13465429.0
2025-03-05,251.25,253.05,247.83,251.53,7861247.0
2025-03-06,248.11,249.36,243.85,246.54,9983135.0
2025-03-07,245.23,246.72,239.42,242.28,20498594.0
2025-03-10,236.21,237.51,228.695,232.22,18887178.0
2025-03-11,231.745,233.32,226.69,229.14,18142931.0
2025-03-12,234.0,234.32,227.26,227.9,16053697.0
2025-03-13,229.3,229.5,224.23,225.19,16467617.0
2025-03-14,228.12,233.143,227.58,232.44,11962086.0
2025-03-17,231.18,235.6695,230.455,233.93,9585811.0
2025-03-18,234.32,236.17,233.52,234.97,10344579.0
2025-03-19,235.74,242.33,234.89,239.11,10120088.0
2025-03-20,236.56,241.76,236.2,239.01,8328485.0
2025-03-21,237.81,242.3,236.5,241.63,19326730.0
2025-03-24,245.48,248.69,244.41,248.06,9422232.0
2025-03-25,249.31,251.82,247.6247,251.13,9287694.0
2025-03-26,252.6,254.67,249.78,251.03,12785215.0
2025-03-27,249.525,250.64,247.18,248.12,8022246.0
2025-03-28,246.94,249.505,241.11,242.85,11978400.0
2025-03-31,239.41,245.86,237.3643,245.3,13602181.0
2025-04-01,242.62,245.69,240.8818,243.66,8054525.0
